x, y
0.6508863511911644,0.7258735684107285
0.41017437932519185,0.37830470834912633
0.6072613842082729,0.5144007001464201
0.4148429584397062,0.8806703423433742
0.5335135991627611,0.3107765881043162
0.3420998268858717,0.10580876998481403
0.6820352953838149,0.6470290563148234
0.657596493151025,0.3904099745556925
0.3896754086917954,0.2353041259892299
0.5702887078752923,0.47672173163951814
0.6087305875542272,0.4031028877407431
0.306132191550751,0.9663876886572269
0.6057381420387528,0.8812053232042414
0.5123318933633046,0.4992924492549172
0.7009488704144291,0.9245143399332134
0.4590780615120109,0.23807446327995752
0.5058921108504391,0.44052098722617195
0.4665523319565944,0.8922370814807757
0.4525622866129121,0.8202540491542514
0.12382736231137981,0.8634427344780471
0.49658200946398434,0.14360863257390322
0.6616307456514354,0.6161619688610661
0.5573502330906899,0.8143293373590431
0.5093140723321318,0.48147954214314415
0.7068284150160314,0.8278653414850272
0.5152948007901889,0.13973633753671244
0.43329017025926475,0.16393161338915618
0.6468706490249275,0.576472296400948
0.4675374932289287,0.19084774617332023
0.47144552032745224,0.4337867968066935
0.644014677743746,0.3750531711264158
0.7116044827633925,0.5136916973484055
0.5430160407109662,0.19365319195436936
0.4161398691802196,0.25971734516991596
0.49017711709467604,0.12219090096345187
0.6962048892468921,0.5552795703633477
0.43246973750606676,0.24758185158426238
0.6366212684736187,0.5080900058663093
0.41216378134084686,0.2841806491876673
0.3541956707213737,0.8971664056106107
0.11475629101377516,0.8844093460628717
0.5361077590908511,0.47138055505376575
0.3888723079881383,0.2308731162251324
0.2787675983435459,0.8550831819439291
0.22138706626625304,0.915208494521132
0.6025423293499063,0.23239445651406543
0.4333789003724986,0.3788224470861693
0.1095223897138693,0.8200595960404669
0.5745388741178267,0.4726538810387996
0.5557852417435253,0.9261786208742573
0.6634054535930318,0.7102229372842319
0.6454961889499597,0.5343411593063839
0.37039658612978055,0.9450368909837381
0.696991309808893,0.5657135501726513
0.559524147270069,0.29502070145436055
0.5209186045407045,0.5313843059244503
0.5374066026934939,0.1262178281239449
0.6523076027228437,0.495798039796442
0.594598004571064,0.6040653547842463
0.4696447573774022,0.8699129109636613
0.35933947731007954,0.08634491057333549
0.7024042071051966,0.810146852028658
0.721033017171581,0.6061534970960213
0.7107389821496412,0.5793592950522839
0.1595612860266039,0.9491601664426549
0.6368296287883853,0.40208366788560335
0.6265861735550291,0.8692292258378336
0.5922073181058815,0.9125023465338575
0.6517143592579402,0.9374380493576513
0.4820459841522038,0.9397319637426086
0.46624092386784033,0.221201528250505
0.3698901899991037,0.8714360944324971
0.3541433950873618,0.16332018849342245
0.3331412791338887,0.9172772702946755
0.2663654558626367,0.8604879622383739
0.13258394285158548,0.9451443098698318
0.6028401108367913,0.40231726482687646
0.39677906051728984,0.1561993470731221
0.4941797604474384,0.8555411665372825
0.5685845287846911,0.15355520950753587
0.3247711494163933,0.9504923367490022
0.5740753605138169,0.5610684993921783
0.7061971921708206,0.8631166669904148
0.6015380743066834,0.21006410679793908
0.5943830445384356,0.9127651202010407
0.49074171054747595,0.9054434999864657
0.5760815611899942,0.8138933376088504
0.18426400069498394,0.8732426273545948
0.7269941567029006,0.5422810138039521
0.44182302832127307,0.2779355917434886
0.07976085528059262,0.8365125742881547
0.6341898318868266,0.3195943590261273
0.5579624596757202,0.4769403220218452
0.6615254449202258,0.43563102959426514
0.6101317826471406,0.8947989522707986
0.66379497050442,0.5040475376277846
0.2589089585020612,0.8967367629196035
0.4643331874905451,0.8485124556083855
0.3561161166051804,0.13930659915732924
0.537977226269738,0.9423756008362172
0.6444194756640723,0.34252277925288865
0.6065226874364062,0.4491878899846471
0.12441296300682003,0.8774268287721362
0.5699401379015293,0.8599668408485684
0.6899310438570659,0.44229041339269304
0.5865392091241299,0.39751142011193374
0.33353979650612575,0.8763493345178283
0.6769647916243889,0.5268352802814463
0.4790560805546955,0.8306142460807999
0.6761886020129941,0.8276261727975526
0.6593638986602569,0.8303429319337188
0.4629833176922141,0.11707049667532021
0.6123778943002284,0.516631941696268
0.6806829067365051,0.7430548614891667
0.541540213803347,0.47658184347335986
0.2764498732010009,0.8876911883460391
0.320353380053663,0.056415012610605664
0.7121921409281646,0.7716028018774841
0.39534045777376225,0.8127992201164174
0.5219130990437443,0.163210625335511
0.4286381613160338,0.3129897494996081
0.5038943316445934,0.5195301439608673
0.41152162303636763,0.3832241224628452
0.6493678185799372,0.3352903956220302
0.45110883039194805,0.43478148280225937
0.6858373811818418,0.5605462135557975
0.5939128438553377,0.16819193651313902
0.613807882197263,0.3418406285336244
0.6948658024497036,0.6073899387387971
0.5296979775250055,0.271335366902817
0.5453724482311085,0.45614742547963805
0.5608142644104804,0.5722744314761076
0.4596433178857916,0.8433475414245136
0.4748492456089295,0.10629153846174855
0.42818049378018874,0.2714253335015855
