x, y
0.5944875233909508,0.5188289352291083
0.12013913834057355,0.8320342514393971
0.18464534511745823,0.8972985745787766
0.4826385347745651,0.016275718835057518
0.7887862361824994,0.6820227120269032
0.29158053234291204,0.8711627469292701
0.8312145313421431,0.9732615287874701
0.4583457377046828,0.26077179326559297
0.8932301078123911,0.9140630033463375
0.7188777392075144,0.6263751695982521
0.2611375380650449,0.9403436831653896
0.48446861553449694,0.32183414261824206
0.7254112276652602,0.8541221446804301
0.4949292792159723,0.8849311433714524
0.7779659231655704,0.9747390967678213
0.34514437753991833,0.858239756918425
0.7791384387452165,0.8563829259137531
0.5955580024941304,0.2837654261866336
0.5218051773511833,0.1828172255580679
0.6274483128866135,0.3233260482909649
0.20045351904900965,0.04687445917671684
0.41039754842170606,0.35431087129044303
0.14641550020153715,0.8345839685609553
0.5854702483979225,0.9775574659895019
0.2860321428085054,0.003599684452443075
0.7300886965685042,0.5286775948795263
0.5415045542825652,0.3805312156898206
0.42443254371361816,0.7961225696526709
0.41181800570314664,0.11658102641412471
0.11323236581648521,0.9729224806271173
0.5453869760205347,0.4596823914087632
0.3247769917961667,0.01611830759807731
0.06756961202652578,0.8488768701989319
0.7140426283729953,0.9250329291649393
0.7016890633490587,0.6510310324228975
0.6024620826360992,0.28800273005564436
0.392775084746676,0.072389832247303
0.7949858398553686,0.6718918032373035
0.4306339912897488,0.16303247642276386
0.4929479431105037,0.23724740451872617
0.2276298177176851,0.06397117910839889
0.40322597606565136,0.23162882723374578
0.6826009015727865,0.6656590257731142
0.4457242864106796,0.1580522741991236
0.6193561603342407,0.41776461874988646
0.4109855499795654,0.32273179296947097
0.5588978750947371,0.900165264259569
0.789086476739694,0.9405952579042813
0.3231573800411288,0.8645092644955413
0.4362437101812313,0.19622838203838733
0.6147123945565888,0.8175240011075191
0.4168319944400265,0.10262750440412227
0.6533023284192824,0.42930604461274435
0.8665617317695972,0.8250639282105677
0.5231603263893365,0.43934949421674163
0.5900383430193845,0.3743186973618332
0.35580113480042475,0.888106185245874
0.35445713828422853,0.800232327718735
0.3522030457630623,0.9788187104892916
0.3736650130676985,0.32877249701685196
0.6421042517158324,0.6654817340070374
0.1496547857424746,0.9196300928627877
0.7398474018906183,0.6005056167051339
0.44201806661687215,0.2397277287038201
0.45567209978266676,0.8438540629481732
0.10042070880019704,0.7826757407658291
0.28340147494911216,0.7829906149369745
0.5266768512639505,0.38670686708849156
0.692516346003171,0.49774051105582195
0.4467562082783635,0.4074441392889485
0.7043354937435284,0.8732791106037937
0.6056381020594853,0.5722883474037667
0.45639642181087114,0.18482308123089852
0.5387964524939572,0.9179735615959641
0.40572316199559944,0.8336227761927352
0.5818589810181553,0.28454891649813496
0.8130713578205024,0.7599314935666033
0.816663026444525,0.8884979118900158
0.6515690133386145,0.48010248101222397
0.3709456528266114,0.3159848529200321
0.48460457428208725,0.22144702256915283
0.11985403133612749,0.9658459071380552
0.6866022887342019,0.8692830122164542
0.5260664542195507,0.2457528378774888
0.5366771824545681,0.21947260114511347
0.33215604189810843,0.20039524653532326
0.8442971001292928,0.7995244842760829
0.26841178549084566,0.8763116526710284
0.4068435727615699,0.2509543981115514
0.5178643866384317,0.8036458971931212
0.1786971474924408,0.8295857187868737
0.48334808932573836,0.389322104489489
0.2635436584213726,0.8812850836647882
0.5051072436447303,0.06856218600012709
0.39213308181936257,0.18286572244559895
0.5931957571726123,0.468808291546272
0.44896650345670375,0.37761256168913937
0.456963927589079,0.8311278833240144
